URL,U ID,Department,Name,Description,Creation Date,Last Update Date (data),Category,Owner UID,License,Data Provided By,Source Link,api_endpoint,Parent UID,provenance,Owner
https://data.lacity.org/d/hxwg-sk4s,hxwg-sk4s,Office of Finance,Ice Cream,"Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.",08/21/2019 02:56:00 AM +0000,10/30/2020 04:11:00 PM,A Prosperous City,4jbr-a26c,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,https://data.lacity.org/resource/hxwg-sk4s.json,6rrh-rzua,community,Hikabuki
https://data.lacity.org/d/dct4-2kq8,dct4-2kq8,,demolition permits August 2019,"The Department of Building and Safety issues permits for the construction, remodeling, and repair of buildings and structures in the City of Los Angeles.  Permits are categorized into building permits, electrical permits, and mechanical permits (which include plumbing, HVAC systems, fire sprinklers, elevators, and pressure vessels).  Depending on the complexity of a project, a permit may be issued the same day with Express Permit or e-Permit (""No Plan Check"" category), or a permit may require that the plans be reviewed (""Plan Check"" category) by a Building and Safety Plan Check personnel.",08/21/2019 02:40:00 PM +0000,11/09/2020 10:19:00 AM,A Prosperous City,5dp6-jpud,Creative Commons Attribution 4.0 International,LADBS,https://creativecommons.org/licenses/by/4.0/,https://data.lacity.org/resource/dct4-2kq8.json,yv23-pmwf,community,Richard Schave
https://data.lacity.org/d/h7iq-c8c2,h7iq-c8c2,Office of Finance,gaIceCreamByCouncilDistrict,"Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.",08/21/2019 02:56:00 AM +0000,10/30/2020 04:11:00 PM,A Prosperous City,7pau-bbp8,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,https://data.lacity.org/resource/h7iq-c8c2.json,6rrh-rzua,community,John
https://data.lacity.org/d/aw4d-e63e,aw4d-e63e,Office of Finance,Council Districts Ice Cream,"Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.",08/21/2019 02:55:00 AM +0000,10/30/2020 04:11:00 PM,A Prosperous City,gs8w-msz2,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,https://data.lacity.org/resource/aw4d-e63e.json,6rrh-rzua,community,tchough
https://data.lacity.org/d/3igv-wizc,3igv-wizc,Office of Finance,Council Districts Ice Cream,"Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.",08/21/2019 02:55:00 AM +0000,10/30/2020 04:11:00 PM,A Prosperous City,hn5v-4ayj,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,https://data.lacity.org/resource/3igv-wizc.json,6rrh-rzua,community,Juan Vasquez
https://data.lacity.org/d/c6vj-xw86,c6vj-xw86,Office of Finance,icecream,"Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.",08/21/2019 02:52:00 AM +0000,10/30/2020 04:11:00 PM,A Prosperous City,cick-b6i6,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,https://data.lacity.org/resource/c6vj-xw86.json,6rrh-rzua,community,Blake Lucas
https://data.lacity.org/d/rrjw-ps7k,rrjw-ps7k,Housing Authority,Visual 1,Public Housing Sites Managed HACLA 2014,08/15/2019 05:40:00 PM +0000,01/12/2015 09:50:00 PM,A Livable and Sustainable City,fe4x-uack,Creative Commons 1.0 Universal (Public Domain Dedication),,,https://data.lacity.org/resource/rrjw-ps7k.json,vxhy-r447,community,Gaurav Puri
https://data.lacity.org/d/erme-kmer,erme-kmer,Office of Finance,GA Ice Cream 8.20,"Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.",08/21/2019 02:51:00 AM +0000,10/30/2020 04:11:00 PM,A Prosperous City,gs8w-msz2,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,https://data.lacity.org/resource/erme-kmer.json,6rrh-rzua,community,tchough
https://data.lacity.org/d/gqks-qc72,gqks-qc72,Office of Finance,GA Ice Cream Timeline,"Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.",08/21/2019 02:51:00 AM +0000,10/30/2020 04:11:00 PM,A Prosperous City,hn5v-4ayj,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,https://data.lacity.org/resource/gqks-qc72.json,6rrh-rzua,community,Juan Vasquez
https://data.lacity.org/d/4ggi-ggb5,4ggi-ggb5,Office of Finance,GA Ice Cream,"Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.",08/21/2019 02:51:00 AM +0000,10/30/2020 04:11:00 PM,A Prosperous City,4jbr-a26c,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,https://data.lacity.org/resource/4ggi-ggb5.json,6rrh-rzua,community,Hikabuki
https://data.lacity.org/d/kc4k-9hxj,kc4k-9hxj,Office of Finance,gaIceCream-20190820,"Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.",08/21/2019 02:47:00 AM +0000,10/30/2020 04:11:00 PM,A Prosperous City,7pau-bbp8,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,https://data.lacity.org/resource/kc4k-9hxj.json,6rrh-rzua,community,John
https://data.lacity.org/d/uuy5-zybh,uuy5-zybh,Office of Finance,GA Ice Cream 8.20,"Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.",08/21/2019 02:47:00 AM +0000,10/30/2020 04:11:00 PM,A Prosperous City,4jbr-a26c,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,https://data.lacity.org/resource/uuy5-zybh.json,6rrh-rzua,community,Hikabuki
https://data.lacity.org/d/k4tw-ahr2,k4tw-ahr2,Office of Finance,ga_icecream,"Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.",08/21/2019 02:47:00 AM +0000,10/30/2020 04:11:00 PM,A Prosperous City,f2dh-tns5,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,https://data.lacity.org/resource/k4tw-ahr2.json,6rrh-rzua,community,krejov100
https://data.lacity.org/d/w7ib-2yma,w7ib-2yma,Office of Finance,CD Ice Cream,"Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.",08/21/2019 12:35:00 AM +0000,10/30/2020 04:11:00 PM,A Prosperous City,hn5v-4ayj,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,https://data.lacity.org/resource/w7ib-2yma.json,6rrh-rzua,community,Juan Vasquez
https://data.lacity.org/d/jaun-h2wg,jaun-h2wg,Office of Finance,GA Ice Cream 8.20,"Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.",08/21/2019 02:47:00 AM +0000,10/30/2020 04:11:00 PM,A Prosperous City,hn5v-4ayj,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,https://data.lacity.org/resource/jaun-h2wg.json,6rrh-rzua,community,Juan Vasquez
https://data.lacity.org/d/i9i2-a7sh,i9i2-a7sh,Office of Finance,GA Ice Cream Timeline,"Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.",08/21/2019 12:32:00 AM +0000,10/30/2020 04:11:00 PM,A Prosperous City,hn5v-4ayj,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,https://data.lacity.org/resource/i9i2-a7sh.json,6rrh-rzua,community,Juan Vasquez
https://data.lacity.org/d/eczp-zzpx,eczp-zzpx,Office of Finance,GA 820,"Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.",08/21/2019 12:16:00 AM +0000,10/30/2020 04:11:00 PM,A Prosperous City,hn5v-4ayj,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,https://data.lacity.org/resource/eczp-zzpx.json,6rrh-rzua,community,Juan Vasquez
https://data.lacity.org/d/4r48-uisd,4r48-uisd,Office of Finance,ga ice cream,"Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.",08/21/2019 12:28:00 AM +0000,10/30/2020 04:11:00 PM,A Prosperous City,hn5v-4ayj,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,https://data.lacity.org/resource/4r48-uisd.json,6rrh-rzua,community,Juan Vasquez
https://data.lacity.org/d/hmki-ay38,hmki-ay38,Housing Authority,Visual 2,Public Housing Sites Managed HACLA 2014,08/15/2019 05:52:00 PM +0000,01/12/2015 09:50:00 PM,A Livable and Sustainable City,fe4x-uack,Creative Commons 1.0 Universal (Public Domain Dedication),,,https://data.lacity.org/resource/hmki-ay38.json,vxhy-r447,community,Gaurav Puri
https://data.lacity.org/d/yw92-xkjt,yw92-xkjt,Building and Safety,"Permits Issued After Dec 31, 2017","The Department of Building and Safety issues permits for the construction, remodeling, and repair of buildings and structures in the City of Los Angeles.  Permits are categorized into building permits, electrical permits, and mechanical permits (which include plumbing, HVAC systems, fire sprinklers, elevators, and pressure vessels).  Depending on the complexity of a project, a permit may be issued the same day with Express Permit or e-Permit (""No Plan Check"" category), or a permit may require that the plans be reviewed (""Plan Check"" category) by a Building and Safety Plan Check personnel.",09/19/2019 06:15:00 PM +0000,11/09/2020 10:19:00 AM,A Prosperous City,v8ap-crqu,Creative Commons Attribution 4.0 International,LADBS,https://creativecommons.org/licenses/by/4.0/,https://data.lacity.org/resource/yw92-xkjt.json,yv23-pmwf,community,Will
https://data.lacity.org/d/bss9-ehd6,bss9-ehd6,Transportation,Blocking Bike Lane Violations,Parking citations with latitude / longitude (XY) in US Feet coordinates according to the NAD_1983_StatePlane_California_V_FIPS_0405_Feet projection.,08/15/2019 05:47:00 AM +0000,11/13/2020 02:00:00 PM,A Well Run City,jeee-hyth,Creative Commons 1.0 Universal (Public Domain Dedication),,,https://data.lacity.org/resource/bss9-ehd6.json,wjz9-h9np,community,BFrederick
https://data.lacity.org/d/45sv-jsnt,45sv-jsnt,Building and Safety,Construction Permits by zip code,"The Department of Building and Safety issues permits for the construction, remodeling, and repair of buildings and structures in the City of Los Angeles.  Permits are categorized into building permits, electrical permits, and mechanical permits (which include plumbing, HVAC systems, fire sprinklers, elevators, and pressure vessels).  Depending on the complexity of a project, a permit may be issued the same day with Express Permit or e-Permit (""No Plan Check"" category), or a permit may require that the plans be reviewed (""Plan Check"" category) by a Building and Safety Plan Check personnel.",08/15/2019 05:41:00 AM +0000,11/09/2020 10:19:00 AM,A Prosperous City,v3py-ziep,Creative Commons Attribution 4.0 International,LADBS,https://creativecommons.org/licenses/by/4.0/,https://data.lacity.org/resource/45sv-jsnt.json,yv23-pmwf,community,boris
https://data.lacity.org/d/44xr-n4ru,44xr-n4ru,LAPD,Pedestrian Deaths 2019,"This dataset reflects traffic collision incidents in the City of Los Angeles dating back to 2010. This data is transcribed from original traffic reports that are typed on paper and therefore there may be some inaccuracies within the data. Some location fields with missing data are noted as (0°, 0°). Address fields are only provided to the nearest hundred block in order to maintain privacy. This data is as accurate as the data in the database. Please note questions or concerns in the comments.

MO codes description can be found here:  https://data.lacity.org/api/views/y8tr-7khq/files/3a2acdce-ef66-4cd6-b32c-ca6fa9c5336f?download=true&filename=MO_CODES_Numerical_20180627.pdf",08/15/2019 05:34:00 AM +0000,11/10/2020 05:30:00 PM,A Safe City,jeee-hyth,Creative Commons 1.0 Universal (Public Domain Dedication),Los Angeles Police Department,,https://data.lacity.org/resource/44xr-n4ru.json,d5tf-ez2w,community,BFrederick
https://data.lacity.org/d/yexn-jtq7,yexn-jtq7,Building and Safety,Building Permits,"The Department of Building and Safety issues permits for the construction, remodeling, and repair of buildings and structures in the City of Los Angeles.  Permits are categorized into building permits, electrical permits, and mechanical permits (which include plumbing, HVAC systems, fire sprinklers, elevators, and pressure vessels).  Depending on the complexity of a project, a permit may be issued the same day with Express Permit or e-Permit (""No Plan Check"" category), or a permit may require that the plans be reviewed (""Plan Check"" category) by a Building and Safety Plan Check personnel.",08/14/2019 10:07:00 PM +0000,11/09/2020 10:19:00 AM,A Prosperous City,ivzc-4k6c,Creative Commons Attribution 4.0 International,LADBS,https://creativecommons.org/licenses/by/4.0/,https://data.lacity.org/resource/yexn-jtq7.json,yv23-pmwf,official,MT
https://data.lacity.org/d/qr4a-gv7v,qr4a-gv7v,,permits by zip code,"The Department of Building and Safety issues permits for the construction, remodeling, and repair of buildings and structures in the City of Los Angeles.  Permits are categorized into building permits, electrical permits, and mechanical permits (which include plumbing, HVAC systems, fire sprinklers, elevators, and pressure vessels).  Depending on the complexity of a project, a permit may be issued the same day with Express Permit or e-Permit (""No Plan Check"" category), or a permit may require that the plans be reviewed (""Plan Check"" category) by a Building and Safety Plan Check personnel.",08/16/2019 06:01:00 AM +0000,11/09/2020 10:19:00 AM,A Prosperous City,v3py-ziep,Creative Commons Attribution 4.0 International,LADBS,https://creativecommons.org/licenses/by/4.0/,https://data.lacity.org/resource/qr4a-gv7v.json,yv23-pmwf,community,boris
https://data.lacity.org/d/hgzj-i7t7,hgzj-i7t7,LAPD,Mariah,,07/26/2018 06:34:00 AM +0000,09/30/2020 05:15:00 PM,A Safe City,9ung-yyia,Creative Commons 1.0 Universal (Public Domain Dedication),Los Angeles Police Department,,https://data.lacity.org/resource/hgzj-i7t7.json,yru6-6re4,community,Mphipps86
https://data.lacity.org/d/yqzj-ewwe,yqzj-ewwe,,8 to 150 units after 2015,Permit information,08/13/2019 05:17:00 AM +0000,11/09/2020 10:19:00 AM,A Prosperous City,mjc2-ihp8,Creative Commons Attribution 4.0 International,LADBS,https://creativecommons.org/licenses/by/4.0/,https://data.lacity.org/resource/yqzj-ewwe.json,yv23-pmwf,community,instapro
https://controllerdata.lacity.org/d/tvr8-ze2a,tvr8-ze2a,,Summer Fun In LA,"L.A. Controller Ron Galperin presents this list of sites, services and programs funded by the City of Los Angeles that make summer fun for people of all ages. View to discover how you can explore, play, learn and create in L.A.",08/07/2019 10:04:00 PM +0000,08/07/2019 10:07:00 PM,,594h-mv4h,,Office of the Controller - Jordan Haynes,https://lacontroller.org/data-stories-and-maps/summer-fun-in-l-a/,https://controllerdata.lacity.org/resource/tvr8-ze2a.json,,official,Controller Galperin
https://data.lacity.org/d/sjit-z5nz,sjit-z5nz,Building and Safety,Construction Permits,"The Department of Building and Safety issues permits for the construction, remodeling, and repair of buildings and structures in the City of Los Angeles.  Permits are categorized into building permits, electrical permits, and mechanical permits (which include plumbing, HVAC systems, fire sprinklers, elevators, and pressure vessels).  Depending on the complexity of a project, a permit may be issued the same day with Express Permit or e-Permit (""No Plan Check"" category), or a permit may require that the plans be reviewed (""Plan Check"" category) by a Building and Safety Plan Check personnel.",08/08/2019 04:16:00 PM +0000,11/09/2020 10:19:00 AM,A Prosperous City,p4nd-mi48,Creative Commons Attribution 4.0 International,LADBS,https://creativecommons.org/licenses/by/4.0/,https://data.lacity.org/resource/sjit-z5nz.json,yv23-pmwf,official,VWillis
https://data.lacity.org/d/t7tr-gkfb,t7tr-gkfb,Building and Safety,Boyle Heights,"The Department of Building and Safety issues permits for the construction, remodeling, and repair of buildings and structures in the City of Los Angeles.  Permits are categorized into building permits, electrical permits, and mechanical permits (which include plumbing, HVAC systems, fire sprinklers, elevators, and pressure vessels).  Depending on the complexity of a project, a permit may be issued the same day with Express Permit or e-Permit (""No Plan Check"" category), or a permit may require that the plans be reviewed (""Plan Check"" category) by a Building and Safety Plan Check personnel.",08/05/2019 10:22:00 PM +0000,11/09/2020 10:19:00 AM,A Prosperous City,sn3j-9xvv,Creative Commons Attribution 4.0 International,LADBS,https://creativecommons.org/licenses/by/4.0/,https://data.lacity.org/resource/t7tr-gkfb.json,yv23-pmwf,community,Alyson Ress
https://data.lacity.org/d/6k3i-2gqr,6k3i-2gqr,Office of Finance,TRUSTS,"Listing of all active businesses currently registered with the Office of Finance. An ""active"" business is defined as a registered business whose owner has not notified the Office of Finance of a cease of business operations. Update Interval: Monthly.",08/13/2019 12:08:00 AM +0000,10/30/2020 04:11:00 PM,A Prosperous City,jeee-hyth,Creative Commons 1.0 Universal (Public Domain Dedication),Office of Finance,,https://data.lacity.org/resource/6k3i-2gqr.json,6rrh-rzua,community,BFrederick
https://data.lacity.org/d/4hqz-rxff,4hqz-rxff,LAFD,Station Response Metrics - Updated,The LAFD updated the public facing metrics to include Operational Response Time in April 2017. This dataset is an archive of the metrics beginning January 2016.,08/02/2019 09:54:00 PM +0000,08/25/2020 01:09:00 AM,A Safe City,9uet-7vvk,,,,https://data.lacity.org/resource/4hqz-rxff.json,,official,Fire OpenData
https://data.lacity.org/d/4wsr-794f,4wsr-794f,LAPD,Los Angeles Traffic Accidents by Ethnicity,"This dataset reflects traffic collision incidents in the City of Los Angeles dating back to 2010. This data is transcribed from original traffic reports that are typed on paper and therefore there may be some inaccuracies within the data. Some location fields with missing data are noted as (0°, 0°). Address fields are only provided to the nearest hundred block in order to maintain privacy. This data is as accurate as the data in the database. Please note questions or concerns in the comments.

MO codes description can be found here:  https://data.lacity.org/api/views/y8tr-7khq/files/3a2acdce-ef66-4cd6-b32c-ca6fa9c5336f?download=true&filename=MO_CODES_Numerical_20180627.pdf",07/31/2019 10:45:00 PM +0000,11/10/2020 05:30:00 PM,A Safe City,jrmt-pmeh,Creative Commons 1.0 Universal (Public Domain Dedication),Los Angeles Police Department,,https://data.lacity.org/resource/4wsr-794f.json,d5tf-ez2w,community,JAG
https://data.lacity.org/d/ejed-499r,ejed-499r,Building and Safety,marchplus,"The Department of Building and Safety issues permits for the construction, remodeling, and repair of buildings and structures in the City of Los Angeles.  Permits are categorized into building permits, electrical permits, and mechanical permits (which include plumbing, HVAC systems, fire sprinklers, elevators, and pressure vessels).  Depending on the complexity of a project, a permit may be issued the same day with Express Permit or e-Permit (""No Plan Check"" category), or a permit may require that the plans be reviewed (""Plan Check"" category) by a Building and Safety Plan Check personnel.",08/03/2019 06:17:00 PM +0000,11/09/2020 10:19:00 AM,A Prosperous City,dgau-qr92,Creative Commons Attribution 4.0 International,LADBS,https://creativecommons.org/licenses/by/4.0/,https://data.lacity.org/resource/ejed-499r.json,yv23-pmwf,community,Miguel Maldonado
https://data.lacity.org/d/hhwk-js4j,hhwk-js4j,Building and Safety,permits,"The Department of Building and Safety issues permits for the construction, remodeling, and repair of buildings and structures in the City of Los Angeles.  Permits are categorized into building permits, electrical permits, and mechanical permits (which include plumbing, HVAC systems, fire sprinklers, elevators, and pressure vessels).  Depending on the complexity of a project, a permit may be issued the same day with Express Permit or e-Permit (""No Plan Check"" category), or a permit may require that the plans be reviewed (""Plan Check"" category) by a Building and Safety Plan Check personnel.",09/19/2019 06:15:00 PM +0000,11/09/2020 10:19:00 AM,A Prosperous City,kjbf-2enj,Creative Commons Attribution 4.0 International,LADBS,https://creativecommons.org/licenses/by/4.0/,https://data.lacity.org/resource/hhwk-js4j.json,yv23-pmwf,community,emmak20
https://data.lacity.org/d/qa2t-gdzn,qa2t-gdzn,Building and Safety,DATAIssueDatePermits,"The Department of Building and Safety issues permits for the construction, remodeling, and repair of buildings and structures in the City of Los Angeles.  Permits are categorized into building permits, electrical permits, and mechanical permits (which include plumbing, HVAC systems, fire sprinklers, elevators, and pressure vessels).  Depending on the complexity of a project, a permit may be issued the same day with Express Permit or e-Permit (""No Plan Check"" category), or a permit may require that the plans be reviewed (""Plan Check"" category) by a Building and Safety Plan Check personnel.",08/03/2019 06:16:00 PM +0000,11/09/2020 10:19:00 AM,A Prosperous City,2agk-d5fj,Creative Commons Attribution 4.0 International,LADBS,https://creativecommons.org/licenses/by/4.0/,https://data.lacity.org/resource/qa2t-gdzn.json,yv23-pmwf,community,lamsiege
https://data.lacity.org/d/8ked-q8pq,8ked-q8pq,Building and Safety,Permit review 080319,"The Department of Building and Safety issues permits for the construction, remodeling, and repair of buildings and structures in the City of Los Angeles.  Permits are categorized into building permits, electrical permits, and mechanical permits (which include plumbing, HVAC systems, fire sprinklers, elevators, and pressure vessels).  Depending on the complexity of a project, a permit may be issued the same day with Express Permit or e-Permit (""No Plan Check"" category), or a permit may require that the plans be reviewed (""Plan Check"" category) by a Building and Safety Plan Check personnel.",08/03/2019 06:16:00 PM +0000,11/09/2020 10:19:00 AM,A Prosperous City,2r7d-z6i7,Creative Commons Attribution 4.0 International,LADBS,https://creativecommons.org/licenses/by/4.0/,https://data.lacity.org/resource/8ked-q8pq.json,yv23-pmwf,community,Tumy Woodworth
https://data.lacity.org/d/kwia-mctr,kwia-mctr,Housing and Community Investment,2017 Registered Foreclosure Properties,,08/01/2019 04:35:00 PM +0000,08/01/2019 09:05:00 PM,A Well Run City,dqgh-u6z8,,LOS ANGELES HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,https://hcidla.lacity.org,https://data.lacity.org/resource/kwia-mctr.json,r53k-qp8f,official,Diana Wong
https://data.lacity.org/d/mt2k-2ehd,mt2k-2ehd,Building and Safety,Permits_1,"The Department of Building and Safety issues permits for the construction, remodeling, and repair of buildings and structures in the City of Los Angeles.  Permits are categorized into building permits, electrical permits, and mechanical permits (which include plumbing, HVAC systems, fire sprinklers, elevators, and pressure vessels).  Depending on the complexity of a project, a permit may be issued the same day with Express Permit or e-Permit (""No Plan Check"" category), or a permit may require that the plans be reviewed (""Plan Check"" category) by a Building and Safety Plan Check personnel.",08/03/2019 06:16:00 PM +0000,11/09/2020 10:19:00 AM,A Prosperous City,wieu-wqx9,Creative Commons Attribution 4.0 International,LADBS,https://creativecommons.org/licenses/by/4.0/,https://data.lacity.org/resource/mt2k-2ehd.json,yv23-pmwf,community,Emily Backus
https://data.lacity.org/d/7nt7-rjva,7nt7-rjva,LAPD,LAStop4,"NOTE: Recent Legistration has increased the types of information collected. These changes will be reflected in the data once the state has determined the reporting process.

This dataset reflects incidents of a vehicle or pedestrian being stopped by the Los Angeles Police Department in the City of Los Angeles dating back to 2010. This data is transcribed from original stop reports that are typed on paper and therefore there may be some inaccuracies within the data. This data is as accurate as the data in the database. Please note questions or concerns in the comments. 

This dataset is part of the Police Data Initiative (https://www.policedatainitiative.org/). For questions, contact the dataset owner or leave a comment.",08/02/2019 01:39:00 PM +0000,11/11/2020 05:00:00 PM,A Safe City,fbcu-nvvb,Creative Commons 1.0 Universal (Public Domain Dedication),Los Angeles Police Department,,https://data.lacity.org/resource/7nt7-rjva.json,ci25-wgt7,community,Tiffany
https://data.lacity.org/d/44ks-f4sa,44ks-f4sa,LAPD,LAstopdata3,"NOTE: Recent Legistration has increased the types of information collected. These changes will be reflected in the data once the state has determined the reporting process.

This dataset reflects incidents of a vehicle or pedestrian being stopped by the Los Angeles Police Department in the City of Los Angeles dating back to 2010. This data is transcribed from original stop reports that are typed on paper and therefore there may be some inaccuracies within the data. This data is as accurate as the data in the database. Please note questions or concerns in the comments. 

This dataset is part of the Police Data Initiative (https://www.policedatainitiative.org/). For questions, contact the dataset owner or leave a comment.",08/02/2019 01:34:00 PM +0000,11/11/2020 05:00:00 PM,A Safe City,fbcu-nvvb,Creative Commons 1.0 Universal (Public Domain Dedication),Los Angeles Police Department,,https://data.lacity.org/resource/44ks-f4sa.json,ci25-wgt7,community,Tiffany
https://data.lacity.org/d/bubm-yf9q,bubm-yf9q,LAPD,LAstopdata2,"NOTE: Recent Legistration has increased the types of information collected. These changes will be reflected in the data once the state has determined the reporting process.

This dataset reflects incidents of a vehicle or pedestrian being stopped by the Los Angeles Police Department in the City of Los Angeles dating back to 2010. This data is transcribed from original stop reports that are typed on paper and therefore there may be some inaccuracies within the data. This data is as accurate as the data in the database. Please note questions or concerns in the comments. 

This dataset is part of the Police Data Initiative (https://www.policedatainitiative.org/). For questions, contact the dataset owner or leave a comment.",08/02/2019 01:31:00 PM +0000,11/11/2020 05:00:00 PM,A Safe City,fbcu-nvvb,Creative Commons 1.0 Universal (Public Domain Dedication),Los Angeles Police Department,,https://data.lacity.org/resource/bubm-yf9q.json,ci25-wgt7,community,Tiffany
https://data.lacity.org/d/gwn7-p7ng,gwn7-p7ng,LAPD,crime 1,"This dataset reflects incidents of crime in the City of Los Angeles dating back to 2010. This data is transcribed from original crime reports that are typed on paper and therefore there may be some inaccuracies within the data. Some location fields with missing data are noted as (0°, 0°). Address fields are only provided to the nearest hundred block in order to maintain privacy. This data is as accurate as the data in the database. Please note questions or concerns in the comments.",08/02/2019 01:16:00 PM +0000,11/11/2020 02:01:00 PM,A Safe City,fbcu-nvvb,Creative Commons 1.0 Universal (Public Domain Dedication),Los Angeles Police Department,http://data.lacity.org,https://data.lacity.org/resource/gwn7-p7ng.json,63jg-8b9z,community,Tiffany
https://data.lacity.org/d/c6k8-i7fv,c6k8-i7fv,LAPD,LA crime 2,"This dataset reflects incidents of crime in the City of Los Angeles dating back to 2010. This data is transcribed from original crime reports that are typed on paper and therefore there may be some inaccuracies within the data. Some location fields with missing data are noted as (0°, 0°). Address fields are only provided to the nearest hundred block in order to maintain privacy. This data is as accurate as the data in the database. Please note questions or concerns in the comments.",08/02/2019 01:15:00 PM +0000,11/11/2020 02:01:00 PM,A Safe City,fbcu-nvvb,Creative Commons 1.0 Universal (Public Domain Dedication),Los Angeles Police Department,http://data.lacity.org,https://data.lacity.org/resource/c6k8-i7fv.json,63jg-8b9z,community,Tiffany
https://data.lacity.org/d/r53k-qp8f,r53k-qp8f,Housing and Community Investment,2017 Registered Foreclosure Properties,,08/01/2019 04:09:00 PM +0000,08/01/2019 09:05:00 PM,A Well Run City,dqgh-u6z8,,LOS ANGELES HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,https://hcidla.lacity.org,https://data.lacity.org/resource/r53k-qp8f.json,,official,Diana Wong
https://data.lacity.org/d/cequ-9mtt,cequ-9mtt,Housing and Community Investment,Housing location based data,HCIDLA MANAGED PIPELINE PROJECTS BEGINNING IN 2003 TO PRESENT,07/31/2019 11:36:00 PM +0000,08/13/2019 04:56:00 PM,A Livable and Sustainable City,f9j3-wg7m,Creative Commons 1.0 Universal (Public Domain Dedication),LOS ANGELES HOUSING AND COMMUNITY INVESTMENT DEPARTMENT,http://www.hcidla.org,https://data.lacity.org/resource/cequ-9mtt.json,u4mj-cwbz,community,Kevin
https://controllerdata.lacity.org/d/h47n-gfuh,h47n-gfuh,,Youth Programs In L.A.,,07/30/2019 07:46:00 PM +0000,07/31/2019 01:12:00 AM,,594h-mv4h,,,,https://controllerdata.lacity.org/resource/h47n-gfuh.json,,official,Controller Galperin
